Country Code,Country Name,Male Female Ratio,No Of Men Partcp,No Of Players Partcp,No Of Players Won,No Of Plyers Lost,No Of Women Partcp,Number of Records,Olympic Id,Olympic Year,Total Bronze Medals,Total Gold Medals,Total No Of Medals,Total Silver Medals
ARU,Aruba,,1,1,0,1,0,1,O3,2012,0,0,0,0
ARU,Aruba,,1,1,0,1,0,1,O5,2016,0,0,0,0
CAN,Canada,,0,1,1,0,1,1,O2,2010,0,1,1,0
CAN,Canada,,0,1,1,0,1,1,O4,2014,0,1,1,0
BIZ,Belize,,1,1,0,1,0,1,O1,2008,0,0,0,0
,,,2,2,0,2,0,1,O4,2014,0,0,0,0
,,,1,1,1,0,0,1,O1,2008,1,0,1,0
NOR,Norway,,2,2,0,2,0,1,O1,2008,0,0,0,0
NOR,Norway,,2,2,0,2,0,1,O3,2012,0,0,0,0
NOR,Norway,,1,1,0,1,0,1,O5,2016,0,0,0,0
,,,0,1,0,1,1,1,O5,2016,0,0,0,0
ARG,Argentina,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,2,2,0,2,1,O5,2016,0,0,2,2
,,,0,1,0,1,1,1,O4,2014,0,0,0,0
RSA,South Afri,,3,3,0,3,0,1,O1,2008,0,0,0,0
RSA,South Afri,,1,1,0,1,0,1,O3,2012,0,0,0,0
CAN,Canada,,0,1,0,1,1,1,O1,2008,0,0,0,0
RSA,South Afri,,1,1,0,1,0,1,O3,2012,0,0,0,0
ESP,Spain,,1,1,0,1,0,1,O5,2016,0,0,0,0
FRA,France,,1,1,0,1,0,1,O1,2008,0,0,0,0
FRA,France,,1,1,1,0,0,1,O5,2016,0,0,1,1
FRA,France,,2,2,0,2,0,1,O1,2008,0,0,0,0
CAN,Canada,,1,1,0,1,0,1,O1,2008,0,0,0,0
MAD,Madagascar,,1,1,0,1,0,1,O1,2008,0,0,0,0
MRI,Mauritius,,1,1,0,1,0,1,O1,2008,0,0,0,0
FRA,France,,1,1,0,1,0,1,O1,2008,0,0,0,0
FRA,France,,1,1,0,1,0,1,O3,2012,0,0,0,0
FRA,France,,1,1,0,1,0,1,O5,2016,0,0,0,0
FRA,France,,1,1,0,1,0,1,O4,2014,0,0,0,0
FRA,France,,1,1,0,1,0,1,O1,2008,0,0,0,0
FRA,France,,2,2,0,2,0,1,O2,2010,0,0,0,0
FRA,France,,1,1,0,1,0,1,O1,2008,0,0,0,0
FRA,France,,1,1,0,1,0,1,O5,2016,0,0,0,0
FRA,France,,1,1,1,0,0,1,O5,2016,0,0,1,1
FRA,France,,1,1,0,1,0,1,O1,2008,0,0,0,0
FRA,France,,1,1,0,1,0,1,O3,2012,0,0,0,0
FRA,France,,1,1,1,0,0,1,O1,2008,0,0,1,1
UKR,Ukraine,,2,2,0,2,0,1,O1,2008,0,0,0,0
,,,1,1,0,1,0,1,O1,2008,0,0,0,0
FRA,France,,1,1,1,0,0,1,O4,2014,0,1,1,0
FRA,France,,1,1,1,0,0,1,O4,2014,1,0,1,0
FRA,France,,5,5,0,5,0,1,O4,2014,0,0,0,0
ITA,Italy,,1,1,0,1,0,1,O1,2008,0,0,0,0
NED,Netherland,,1,1,0,1,0,1,O3,2012,0,0,0,0
NED,Netherland,,2,2,0,2,0,1,O5,2016,0,0,0,0
ANG,Angola,,1,1,0,1,0,1,O5,2016,0,0,0,0
FRA,France,,1,1,1,0,0,1,O4,2014,1,0,1,0
FRA,France,,4,4,0,4,0,1,O2,2010,0,0,0,0
FRA,France,,4,4,0,4,0,1,O4,2014,0,0,0,0
SEY,Seychelles,,1,1,0,1,0,1,O5,2016,0,0,0,0
FRA,France,,1,1,0,1,0,1,O1,2008,0,0,0,0
BEL,Belgium,,1,1,0,1,0,1,O1,2008,0,0,0,0
BEL,Belgium,,1,1,0,1,0,1,O3,2012,0,0,0,0
FRA,France,,1,1,1,0,0,1,O5,2016,0,1,1,0
FRA,France,,1,1,1,0,0,1,O5,2016,0,0,1,1
CAN,Canada,,5,5,0,5,0,1,O2,2010,0,0,0,0
CAN,Canada,,5,5,0,5,0,1,O4,2014,0,0,0,0
GUA,Guatemala,,1,1,0,1,0,1,O3,2012,0,0,0,0
RWA,Rwanda,,1,1,0,1,0,1,O3,2012,0,0,0,0
SEN,Senegal,,1,1,0,1,0,1,O5,2016,0,0,0,0
SEY,Seychelles,,1,1,0,1,0,1,O3,2012,0,0,0,0
LCA,Saint Luci,,0,1,0,1,1,1,O5,2016,0,0,0,0
DEN,Denmark,,0,1,1,0,1,1,O5,2016,1,0,1,0
DEN,Denmark,,0,3,0,3,3,1,O1,2008,0,0,0,0
DEN,Denmark,,0,5,0,5,5,1,O3,2012,0,0,0,0
DEN,Denmark,,0,3,0,3,3,1,O5,2016,0,0,0,0
FRA,France,,0,1,0,1,1,1,O5,2016,0,0,0,0
ITA,Italy,,0,1,0,1,1,1,O5,2016,0,0,0,0
SUI,Switzerlan,,0,1,0,1,1,1,O1,2008,0,0,0,0
SUI,Switzerlan,,0,1,0,1,1,1,O5,2016,0,0,0,0
DEN,Denmark,,0,1,0,1,1,1,O4,2014,0,0,0,0
,,,0,2,0,2,2,1,O1,2008,0,0,0,0
CMR,Cameroon,,0,1,0,1,1,1,O3,2012,0,0,0,0
FRA,France,,0,2,0,2,2,1,O1,2008,0,0,0,0
AZE,Azerbaijan,,2,2,0,2,0,1,O2,2010,0,0,0,0
LAT,Latvia,,0,1,0,1,1,1,O5,2016,0,0,0,0
LAT,Latvia,,0,1,0,1,1,1,O1,2008,0,0,0,0
LAT,Latvia,,0,1,0,1,1,1,O3,2012,0,0,0,0
LAT,Latvia,,0,1,0,1,1,1,O5,2016,0,0,0,0
BRA,Brazil,,2,2,0,2,0,1,O1,2008,0,0,0,0
RSA,South Afri,,1,1,0,1,0,1,O1,2008,0,0,0,0
LUX,Luxembourg,,1,1,0,1,0,1,O3,2012,0,0,0,0
COL,Colombia,,1,1,0,1,0,1,O5,2016,0,0,0,0
,,,1,1,0,1,0,1,O3,2012,0,0,0,0
HON,Honduras,,1,1,0,1,0,1,O1,2008,0,0,0,0
VEN,Venezuela,,1,1,0,1,0,1,O5,2016,0,0,0,0
ECU,Ecuador,,1,1,1,0,0,1,O1,2008,0,0,1,1
QAT,Qatar,,1,1,0,1,0,1,O5,2016,0,0,0,0
BAH,Bahamas,,1,1,0,1,0,1,O5,2016,0,0,0,0
,,,1,1,0,1,0,1,O3,2012,0,0,0,0
,,,1,1,1,0,0,1,O1,2008,1,0,1,0
,,,1,1,0,1,0,1,O3,2012,0,0,0,0
,,,1,1,1,0,0,1,O1,2008,0,0,1,1
,,,1,1,0,1,0,1,O1,2008,0,0,0,0
,,,1,1,0,1,0,1,O1,2008,0,0,0,0
,,,1,1,0,1,0,1,O2,2010,0,0,0,0
,,,1,1,0,1,0,1,O4,2014,0,0,0,0
NED,Netherland,,2,2,0,2,0,1,O5,2016,0,0,0,0
,,,1,1,0,1,0,1,O3,2012,0,0,0,0
,,,1,1,0,1,0,1,O5,2016,0,0,0,0
CAN,Canada,,1,1,1,0,0,1,O4,2014,0,1,1,0
CAN,Canada,,1,1,0,1,0,1,O2,2010,0,0,0,0
CAN,Canada,,1,1,0,1,0,1,O2,2010,0,0,0,0
,,,1,1,1,0,0,1,O5,2016,0,1,1,0
AUS,Australia,,1,1,0,1,0,1,O3,2012,0,0,0,0
AUS,Australia,,1,1,0,1,0,1,O3,2012,0,0,0,0
,,,1,1,0,1,0,1,O3,2012,0,0,0,0
CAN,Canada,,1,1,0,1,0,1,O2,2010,0,0,0,0
AUS,Australia,,1,1,0,1,0,1,O1,2008,0,0,0,0
AUS,Australia,,1,1,0,1,0,1,O3,2012,0,0,0,0
AUS,Australia,,1,1,0,1,0,1,O5,2016,0,0,0,0
,,,1,1,0,1,0,1,O3,2012,0,0,0,0
HAI,Haiti,,1,1,0,1,0,1,O3,2012,0,0,0,0
HAI,Haiti,,1,1,0,1,0,1,O5,2016,0,0,0,0
,,,1,1,0,1,0,1,O1,2008,0,0,0,0
NED,Netherland,,7,7,0,7,0,1,O5,2016,0,0,0,0
BEL,Belgium,,1,1,0,1,0,1,O3,2012,0,0,0,0
BRA,Brazil,,1,1,0,1,0,1,O1,2008,0,0,0,0
,,,1,1,0,1,0,1,O3,2012,0,0,0,0
,,,1,1,0,1,0,1,O5,2016,0,0,0,0
HON,Honduras,,0,1,0,1,1,1,O1,2008,0,0,0,0
HON,Honduras,,0,1,0,1,1,1,O3,2012,0,0,0,0
CUB,Cuba,,1,1,0,1,0,1,O1,2008,0,0,0,0
CUB,Cuba,,2,2,0,2,0,1,O3,2012,0,0,0,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
EST,Estonia,,0,1,0,1,1,1,O2,2010,0,0,0,0
EST,Estonia,,0,1,0,1,1,1,O4,2014,0,0,0,0
CRO,Croatia,,0,1,0,1,1,1,O3,2012,0,0,0,0
CRO,Croatia,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,0,3,0,3,3,1,O2,2010,0,0,0,0
,,,0,1,1,0,1,1,O5,2016,1,0,1,0
,,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,0,1,1,0,1,1,O5,2016,0,0,1,1
BEL,Belgium,,0,2,0,2,2,1,O4,2014,0,0,0,0
LTU,Lithuania,,0,5,0,5,5,1,O1,2008,0,0,0,0
BEL,Belgium,,1,1,0,1,0,1,O5,2016,0,0,0,0
NED,Netherland,,1,1,0,1,0,1,O3,2012,0,0,0,0
NED,Netherland,,1,1,1,0,0,1,O5,2016,0,0,1,1
ARU,Aruba,,1,1,0,1,0,1,O3,2012,0,0,0,0
KEN,Kenya,,0,1,1,0,1,1,O5,2016,0,1,1,0
,,,0,3,0,3,3,1,O1,2008,0,0,0,0
,,,0,2,0,2,2,1,O3,2012,0,0,0,0
,,,0,1,0,1,1,1,O1,2008,0,0,0,0
DEN,Denmark,,0,1,1,0,1,1,O5,2016,1,0,1,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,1,1,0,1,1,O3,2012,0,1,1,0
FRA,France,,1,1,0,1,0,1,O5,2016,0,0,0,0
ESP,Spain,,0,1,0,1,1,1,O1,2008,0,0,0,0
ESP,Spain,,0,1,0,1,1,1,O3,2012,0,0,0,0
SOL,Solomon Is,,0,1,0,1,1,1,O3,2012,0,0,0,0
SOL,Solomon Is,,0,1,0,1,1,1,O5,2016,0,0,0,0
CAN,Canada,,0,1,0,1,1,1,O4,2014,0,0,0,0
NZL,New Zealan,,0,1,0,1,1,1,O3,2012,0,0,0,0
FIN,Finland,,0,2,0,2,2,1,O3,2012,0,0,0,0
FIN,Finland,,0,3,0,3,3,1,O5,2016,0,0,0,0
RSA,South Afri,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,0,2,0,2,2,1,O3,2012,0,0,0,0
CAN,Canada,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,1,0,1,1,1,O2,2010,0,0,0,0
,,,0,2,0,2,2,1,O4,2014,0,0,0,0
AUS,Australia,,0,1,1,0,1,1,O3,2012,1,0,1,0
,,,0,1,0,1,1,1,O5,2016,0,0,0,0
AUS,Australia,,0,1,1,0,1,1,O1,2008,1,0,1,0
TKM,Turkmenist,,0,1,0,1,1,1,O3,2012,0,0,0,0
SWE,Sweden,,0,1,0,1,1,1,O2,2010,0,0,0,0
SWE,Sweden,,0,1,0,1,1,1,O4,2014,0,0,0,0
FIN,Finland,,0,1,1,0,1,1,O2,2010,1,0,1,0
FIN,Finland,,0,1,0,1,1,1,O4,2014,0,0,0,0
FIN,Finland,,0,1,0,1,1,1,O1,2008,0,0,0,0
FIN,Finland,,0,1,0,1,1,1,O3,2012,0,0,0,0
SWE,Sweden,,0,2,0,2,2,1,O3,2012,0,0,0,0
SWE,Sweden,,0,2,0,2,2,1,O5,2016,0,0,0,0
,,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,0,1,1,0,1,1,O3,2012,0,0,1,1
,,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,0,1,1,0,1,1,O1,2008,0,0,1,1
CAN,Canada,,0,1,1,0,1,1,O3,2012,1,0,1,0
CAN,Canada,,0,1,0,1,1,1,O1,2008,0,0,0,0
CAN,Canada,,0,1,0,1,1,1,O3,2012,0,0,0,0
CAN,Canada,,0,2,0,2,2,1,O5,2016,0,0,0,0
,,,0,1,1,0,1,1,O3,2012,0,0,1,1
PLW,Palau,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,0,1,1,0,1,1,O1,2008,0,0,1,1
AUS,Australia,,0,1,0,1,1,1,O5,2016,0,0,0,0
FRA,France,,0,1,1,0,1,1,O3,2012,0,0,1,1
CAN,Canada,,0,1,1,0,1,1,O4,2014,0,1,1,0
,,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,0,5,0,5,5,1,O3,2012,0,0,0,0
FRA,France,,0,1,0,1,1,1,O5,2016,0,0,0,0
CAN,Canada,,0,1,1,0,1,1,O2,2010,0,0,1,1
AUS,Australia,,0,1,0,1,1,1,O5,2016,0,0,0,0
RSA,South Afri,,0,2,0,2,2,1,O1,2008,0,0,0,0
SUI,Switzerlan,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,0,1,0,1,1,1,O1,2008,0,0,0,0
CAN,Canada,,0,1,1,0,1,1,O5,2016,1,0,1,0
,,,0,2,0,2,2,1,O3,2012,0,0,0,0
,,,0,2,0,2,2,1,O5,2016,0,0,0,0
CAN,Canada,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,0,1,1,0,1,1,O3,2012,0,1,1,0
,,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,0,1,1,0,1,1,O1,2008,0,0,1,1
AUS,Australia,,0,1,1,0,1,1,O3,2012,1,0,1,0
AUS,Australia,,0,1,1,0,1,1,O1,2008,0,0,1,1
AUS,Australia,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,0,1,0,1,1,1,O4,2014,0,0,0,0
ARG,Argentina,,0,1,0,1,1,1,O1,2008,0,0,0,0
ARG,Argentina,,0,1,0,1,1,1,O3,2012,0,0,0,0
ARG,Argentina,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,0,1,0,1,1,1,O4,2014,0,0,0,0
ESP,Spain,,0,1,1,0,1,1,O3,2012,0,0,1,1
RSA,South Afri,,0,1,0,1,1,1,O1,2008,0,0,0,0
RSA,South Afri,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,4,0,4,4,1,O2,2010,0,0,0,0
CAN,Canada,,0,1,1,0,1,1,O4,2014,0,1,1,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,0,2,0,2,2,1,O3,2012,0,0,0,0
CAN,Canada,,0,1,1,0,1,1,O2,2010,0,1,1,0
,,,0,1,1,0,1,1,O2,2010,0,0,1,1
NGR,Nigeria,,0,2,0,2,2,1,O5,2016,0,0,0,0
,,,0,1,1,0,1,1,O5,2016,1,0,1,0
,,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,1,1,0,1,1,O4,2014,1,0,1,0
CAN,Canada,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
CAN,Canada,,0,1,0,1,1,1,O1,2008,0,0,0,0
CAN,Canada,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
FRA,France,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,0,1,1,0,1,1,O5,2016,0,0,1,1
AUT,Austria,,0,1,0,1,1,1,O5,2016,0,0,0,0
CAN,Canada,,0,1,0,1,1,1,O1,2008,0,0,0,0
NED,Netherland,,1,1,0,1,0,1,O1,2008,0,0,0,0
NED,Netherland,,1,1,0,1,0,1,O3,2012,0,0,0,0
SWE,Sweden,,0,1,0,1,1,1,O5,2016,0,0,0,0
ITA,Italy,,0,1,0,1,1,1,O1,2008,0,0,0,0
ITA,Italy,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,1,0,1,1,1,O5,2016,0,0,0,0
SUI,Switzerlan,,0,1,0,1,1,1,O1,2008,0,0,0,0
NZL,New Zealan,,0,1,0,1,1,1,O1,2008,0,0,0,0
NZL,New Zealan,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,0,3,0,3,3,1,O3,2012,0,0,0,0
,,,0,2,0,2,2,1,O5,2016,0,0,0,0
AUS,Australia,,0,1,0,1,1,1,O2,2010,0,0,0,0
AUS,Australia,,0,1,0,1,1,1,O4,2014,0,0,0,0
SWE,Sweden,,0,1,1,0,1,1,O5,2016,0,1,1,0
,,,0,1,0,1,1,1,O2,2010,0,0,0,0
,,,0,2,0,2,2,1,O4,2014,0,0,0,0
,,,0,1,1,0,1,1,O2,2010,0,0,1,1
AUS,Australia,,0,1,0,1,1,1,O3,2012,0,0,0,0
NOR,Norway,,1,1,0,1,0,1,O2,2010,0,0,0,0
,,,1,1,0,1,0,1,O1,2008,0,0,0,0
,,,3,3,0,3,0,1,O2,2010,0,0,0,0
,,,2,2,0,2,0,1,O4,2014,0,0,0,0
SWE,Sweden,,2,2,0,2,0,1,O3,2012,0,0,0,0
,,,1,1,0,1,0,1,O1,2008,0,0,0,0
DEN,Denmark,,1,1,0,1,0,1,O5,2016,0,0,0,0
SWE,Sweden,,2,2,0,2,0,1,O1,2008,0,0,0,0
SWE,Sweden,,1,1,0,1,0,1,O3,2012,0,0,0,0
NED,Netherland,,3,3,0,3,0,1,O1,2008,0,0,0,0
SWE,Sweden,,1,1,0,1,0,1,O2,2010,0,0,0,0
,,,1,1,0,1,0,1,O1,2008,0,0,0,0
BEL,Belgium,,1,1,0,1,0,1,O5,2016,0,0,0,0
,,,1,1,0,1,0,1,O1,2008,0,0,0,0
DEN,Denmark,,1,1,1,0,0,1,O1,2008,0,0,1,1
KOR,South Kore,,0,1,1,0,1,1,O3,2012,1,0,1,0
KOR,South Kore,,0,1,0,1,1,1,O3,2012,0,0,0,0
KOR,South Kore,,0,1,0,1,1,1,O5,2016,0,0,0,0
KOR,South Kore,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,2,2,0,2,0,1,O4,2014,0,0,0,0
KOR,South Kore,,0,2,0,2,2,1,O5,2016,0,0,0,0
KOR,South Kore,,1,1,0,1,0,1,O1,2008,0,0,0,0
KOR,South Kore,,1,1,0,1,0,1,O3,2012,0,0,0,0
KOR,South Kore,,0,1,0,1,1,1,O3,2012,0,0,0,0
KOR,South Kore,,0,1,0,1,1,1,O5,2016,0,0,0,0
KOR,South Kore,,0,1,0,1,1,1,O3,2012,0,0,0,0
KOR,South Kore,,0,1,1,0,1,1,O5,2016,0,0,1,1
KOR,South Kore,,0,1,0,1,1,1,O1,2008,0,0,0,0
KOR,South Kore,,0,1,0,1,1,1,O3,2012,0,0,0,0
KOR,South Kore,,0,1,0,1,1,1,O3,2012,0,0,0,0
KOR,South Kore,,1,1,1,0,0,1,O1,2008,0,1,1,0
KOR,South Kore,,0,1,0,1,1,1,O3,2012,0,0,0,0
KOR,South Kore,,1,1,1,0,0,1,O1,2008,0,1,1,0
KOR,South Kore,,0,1,1,0,1,1,O3,2012,1,0,1,0
KOR,South Kore,,0,1,0,1,1,1,O1,2008,0,0,0,0
CRO,Croatia,,0,1,0,1,1,1,O1,2008,0,0,0,0
MNE,Montenegro,,0,1,0,1,1,1,O4,2014,0,0,0,0
,,,0,3,0,3,3,1,O2,2010,0,0,0,0
CRO,Croatia,,0,1,0,1,1,1,O3,2012,0,0,0,0
SVK,Slovakia,,0,1,0,1,1,1,O1,2008,0,0,0,0
SVK,Slovakia,,0,2,0,2,2,1,O3,2012,0,0,0,0
,,,0,1,0,1,1,1,O4,2014,0,0,0,0
SVK,Slovakia,,0,3,0,3,3,1,O1,2008,0,0,0,0
CRO,Croatia,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,2,0,2,2,1,O5,2016,0,0,0,0
,,,0,1,1,0,1,1,O3,2012,0,0,1,1
BIH,Bosnia and,,0,1,0,1,1,1,O3,2012,0,0,0,0
SVK,Slovakia,,0,1,0,1,1,1,O2,2010,0,0,0,0
MKD,Macedonia,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,1,1,0,1,1,O5,2016,1,0,1,0
,,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
CAN,Canada,,0,3,0,3,3,1,O4,2014,0,0,0,0
BAH,Bahamas,,0,1,0,1,1,1,O3,2012,0,0,0,0
CRO,Croatia,,1,1,1,0,0,1,O3,2012,1,0,1,0
CRO,Croatia,,1,1,0,1,0,1,O1,2008,0,0,0,0
ITA,Italy,,1,1,0,1,0,1,O1,2008,0,0,0,0
SMR,San Marino,,1,1,0,1,0,1,O1,2008,0,0,0,0
BUL,Bulgaria,,1,1,0,1,0,1,O5,2016,0,0,0,0
BRA,Brazil,,1,1,0,1,0,1,O5,2016,0,0,0,0
BUL,Bulgaria,,0,2,0,2,2,1,O1,2008,0,0,0,0
BUL,Bulgaria,,0,2,0,2,2,1,O3,2012,0,0,0,0
BUL,Bulgaria,,0,2,0,2,2,1,O5,2016,0,0,0,0
,,,0,2,0,2,2,1,O1,2008,0,0,0,0
SVK,Slovakia,,0,1,0,1,1,1,O2,2010,0,0,0,0
SVK,Slovakia,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,1,0,1,1,1,O5,2016,0,0,0,0
CAN,Canada,,0,1,0,1,1,1,O1,2008,0,0,0,0
CRO,Croatia,,3,3,0,3,0,1,O2,2010,0,0,0,0
CRO,Croatia,,3,3,0,3,0,1,O4,2014,0,0,0,0
CRO,Croatia,,2,2,2,0,0,1,O2,2010,0,0,2,2
CRO,Croatia,,1,1,1,0,0,1,O4,2014,0,0,1,1
MEX,Mexico,,1,1,0,1,0,1,O3,2012,0,0,0,0
MEX,Mexico,,2,2,0,2,0,1,O5,2016,0,0,0,0
MEX,Mexico,,1,1,1,0,0,1,O3,2012,0,0,1,1
CUB,Cuba,,1,1,1,0,0,1,O3,2012,1,0,1,0
CUB,Cuba,,1,1,0,1,0,1,O1,2008,0,0,0,0
ARG,Argentina,,1,1,0,1,0,1,O3,2012,0,0,0,0
ESP,Spain,,1,1,0,1,0,1,O1,2008,0,0,0,0
ESP,Spain,,1,1,0,1,0,1,O3,2012,0,0,0,0
CUB,Cuba,,1,1,0,1,0,1,O5,2016,0,0,0,0
CUB,Cuba,,1,1,0,1,0,1,O1,2008,0,0,0,0
ESP,Spain,,1,1,0,1,0,1,O1,2008,0,0,0,0
VEN,Venezuela,,1,1,0,1,0,1,O1,2008,0,0,0,0
HUN,Hungary,,1,1,0,1,0,1,O1,2008,0,0,0,0
ESP,Spain,,1,1,0,1,0,1,O1,2008,0,0,0,0
ESP,Spain,,1,1,0,1,0,1,O3,2012,0,0,0,0
ESP,Spain,,1,1,0,1,0,1,O5,2016,0,0,0,0
ESP,Spain,,1,1,0,1,0,1,O1,2008,0,0,0,0
ESP,Spain,,6,6,0,6,0,1,O1,2008,0,0,0,0
,,,2,2,0,2,0,1,O2,2010,0,0,0,0
BUL,Bulgaria,,1,1,0,1,0,1,O1,2008,0,0,0,0
LAT,Latvia,,1,1,0,1,0,1,O1,2008,0,0,0,0
NED,Netherland,,1,1,0,1,0,1,O1,2008,0,0,0,0
,,,1,1,0,1,0,1,O1,2008,0,0,0,0
SUI,Switzerlan,,2,2,0,2,0,1,O2,2010,0,0,0,0
SUI,Switzerlan,,1,1,0,1,0,1,O2,2010,0,0,0,0
BUL,Bulgaria,,1,1,0,1,0,1,O3,2012,0,0,0,0
AUS,Australia,,1,1,0,1,0,1,O3,2012,0,0,0,0
AUT,Austria,,0,1,0,1,1,1,O3,2012,0,0,0,0
AUT,Austria,,0,1,0,1,1,1,O5,2016,0,0,0,0
POL,Poland,,0,2,0,2,2,1,O1,2008,0,0,0,0
POL,Poland,,0,1,0,1,1,1,O5,2016,0,0,0,0
POL,Poland,,0,1,0,1,1,1,O3,2012,0,0,0,0
POL,Poland,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,0,1,0,1,1,1,O2,2010,0,0,0,0
,,,0,1,0,1,1,1,O4,2014,0,0,0,0
BRA,Brazil,,0,1,0,1,1,1,O5,2016,0,0,0,0
BRA,Brazil,,0,1,0,1,1,1,O5,2016,0,0,0,0
SLO,Slovenia,,1,1,0,1,0,1,O2,2010,0,0,0,0
SLO,Slovenia,,2,2,0,2,0,1,O4,2014,0,0,0,0
ALB,Albania,,1,1,0,1,0,1,O5,2016,0,0,0,0
SLO,Slovenia,,1,1,1,0,0,1,O3,2012,1,0,1,0
SLO,Slovenia,,1,1,0,1,0,1,O1,2008,0,0,0,0
JPN,Japan,,0,1,0,1,1,1,O3,2012,0,0,0,0
JPN,Japan,,0,1,0,1,1,1,O3,2012,0,0,0,0
KGZ,Kyrgyzstan,,1,1,0,1,0,1,O5,2016,0,0,0,0
,,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,1,1,1,0,0,1,O5,2016,1,0,1,0
,,,1,1,0,1,0,1,O3,2012,0,0,0,0
KOR,South Kore,,1,1,1,0,0,1,O5,2016,1,0,1,0
KOR,South Kore,,1,1,1,0,0,1,O1,2008,0,1,1,0
KOR,South Kore,,1,1,0,1,0,1,O3,2012,0,0,0,0
EST,Estonia,,2,2,0,2,0,1,O2,2010,0,0,0,0
EST,Estonia,,1,1,0,1,0,1,O5,2016,0,0,0,0
FIN,Finland,,3,3,0,3,0,1,O2,2010,0,0,0,0
FIN,Finland,,1,1,0,1,0,1,O1,2008,0,0,0,0
,,,0,2,0,2,2,1,O1,2008,0,0,0,0
FIN,Finland,,0,1,0,1,1,1,O3,2012,0,0,0,0
GEO,Georgia,,2,2,0,2,0,1,O2,2010,0,0,0,0
NED,Netherland,,1,1,0,1,0,1,O5,2016,0,0,0,0
POL,Poland,,2,2,0,2,0,1,O1,2008,0,0,0,0
POL,Poland,,1,1,0,1,0,1,O1,2008,0,0,0,0
DOM,Dominican,,1,1,0,1,0,1,O1,2008,0,0,0,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
AUS,Australia,,1,1,0,1,0,1,O5,2016,0,0,0,0
AUS,Australia,,1,1,0,1,0,1,O1,2008,0,0,0,0
AUS,Australia,,1,1,1,0,0,1,O3,2012,0,0,1,1
AUS,Australia,,1,1,1,0,0,1,O5,2016,0,0,1,1
,,,1,1,0,1,0,1,O3,2012,0,0,0,0
,,,1,1,0,1,0,1,O5,2016,0,0,0,0
,,,1,1,1,0,0,1,O5,2016,0,1,1,0
,,,1,1,0,1,0,1,O3,2012,0,0,0,0
